井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_333,低渗透,砂岩,直井,,24,6,1.76,4.24,50.82,74.7,0.25,0,2085,38,2102.71,3.8,3,5.79,CYJ14-4.8-73HB,14,51,41.9,YCCH280-8,30,1.39,127.01,5.29,26.09,16.8,4.38,"抽油杆断脱,位置距井口m:2049.00",17.71,364.29,17.63,1.02,1.4,1.05,12.24,19.73,不达标
Test_334,低渗透,砂岩,直井,,24,3.1,1.62,1.48,106.92,45,0.25,0,2001,32,2301.33,3.8,3,18.1,CYJ14-4.8-73HB,14,67.5,54.4,YCCH280-8,30,1.14,141.24,5.89,27.33,31.06,8.49,游动凡尔漏失,300.33,482.14,19.63,2.28,1.4,1.05,12.24,19.73,不达标
Test_335,低渗透,砂岩,直井,,24,6.2,1.77,4.43,100.32,74.7,0.25,0.44,2198,32,2301.47,4.8,4,55.74,CYJ14-4.8-73HB,14,54.1,50.7,YCY280M-8,37,0.98,138.05,5.75,11.12,454.58,50.53,气锁或严重液击,103.47,386.43,15.54,1.01,1.4,1.05,12.24,19.73,优良
Test_336,低渗透,砂岩,直井,,24,4.4,2.08,2.32,196.02,46,0.3,,2120,38,2296.2,5,4,26.42,YCYJ12-5-73HB,12,67.1,48.9,YCCH250-8,30,0.87,151.77,6.32,23.71,67.71,16.06,气锁或严重液击,176.2,559.17,21.07,1.63,1.4,1.05,12.24,19.73,达标
Test_337,低渗透,砂岩,定向井,364,24,3.2,1.21,1.99,143.88,56,0.3,0,2154,38,2202.03,5,3,28.2,YCYJ12-5-73HB,12,88.5,49.9,YCCH280-8,30,0.68,298.16,12.42,43.96,27.01,11.87,固定凡尔漏失游动凡尔漏失,48.03,737.5,41.4,4.33,1.4,1.05,12.24,19.73,不达标
Test_338,低渗透,砂岩,直井,,8,1.3,0.14,1.16,6.27,88.3,0.25,0,1995,38,2000.45,4,3.5,6.09,YCYS12-5-73HB,12,59.1,43.8,YCCH280-8,30,2.17,333.82,13.91,15.76,13.4,2.11,"抽油杆断脱,位置距井口m:1975.00",5.45,492.5,46.37,12.87,1.4,1.05,12.24,19.73,不达标
Test_339,低渗透,砂岩,直井,,24,4.2,0.96,3.24,45.21,87.5,0.25,0,1805,32,2302.26,4.8,4,18.73,CYJ14-4.8-73HB,14,48.4,35.3,CYQT250M-8,37,0.58,165.54,6.9,28.78,40.19,11.57,气体影响固定凡尔漏失,497.26,345.71,18.65,2.18,1.4,1.05,12.24,19.73,不达标
Test_340,低渗透,砂岩,直井,,12,3,2.95,0.05,19.47,34,0.25,0,2150,32,2294.31,2.8,3,13.18,CYJ14-4.8-73HB,14,64.6,51.9,YCCH280-8,30,2.78,102.75,4.28,30.2,20.91,6.31,供液不足游动凡尔漏失,144.31,461.43,14.27,1.59,1.4,1.05,12.24,19.73,不达标
Test_341,低渗透,砂岩,直井,,24,2.1,1.86,0.24,32.01,12,0.25,0.2,2256,38,2302.7,4.8,4,16.27,CYJ14-4.8-73HB,14,99,50.8,YCCH280-8,30,0.68,298.16,12.42,37.18,11.86,4.41,气体影响,46.7,707.14,41.4,6.29,1.4,1.05,12.24,19.73,不达标
Test_342,低渗透,砂岩,定向井,975,24,3.5,2.07,1.43,74.91,35,0.25,0,2068,38,2305.66,5,4,11.06,CYJS12-5-73HB,12,81.6,52.7,YCCH280-8,30,0.78,25.9,1.08,79.22,65.08,51.55,气锁或严重液击,237.66,680,3.6,0.36,1.4,1.05,12.24,19.73,优良
Test_343,低渗透,砂岩,直井,,24,5,0.73,4.27,24.45,85.4,0.25,0,1750,38,1796.84,5,4,94.76,YCYJ12-5-73HB,12,54.1,32.6,YCCH280-8,30,0.96,288.99,12.04,23.64,199.83,47.24,游动凡尔漏失,46.84,450.83,40.13,3.3,1.4,1.05,12.24,19.73,优良
Test_344,低渗透,砂岩,定向井,525,24,11,0.07,10.93,0,99.4,0.25,0,1793,38,1853.77,5,4,56.07,CYJS12-5-73HB,12,34.5,23.2,YCCH280-8,30,0.87,283.75,11.82,57.83,53.25,30.79,游动凡尔漏失,60.77,287.5,39.4,1.44,1.4,1.05,12.24,19.73,优良
Test_345,低渗透,砂岩,水平井,,24,21,3.65,17.35,0,83.1,0.25,0,1432,38,1599.39,3,4,95.7,YCYJ14-5-73HB,14,55.1,40.2,YCCH280-8,30,0.77,152.24,6.34,33.43,139.57,46.66,泵工作基本正常,167.39,393.57,21.13,0.51,1.4,1.05,12.24,19.73,优良
Test_346,低渗透,砂岩,直井,,24,17,3.84,13.16,0,77.7,0.25,0,1400,56,1600.5,4,3.5,44.03,CYJP14-4.8-53HB,14,45.6,40.7,Y250M-8,37,2.35,117.3,4.89,13.69,388.37,53.16,凡尔失灵或杆在泵口断脱,200.5,325.71,13.22,0.49,1.4,1.05,12.24,19.73,优良
Test_347,低渗透,砂岩,定向井,1650,24,2,1.35,0.65,0,32.5,0.2,0,2289.21,32,2295.52,5,2,18.7,CYJS12-5-73HB,120,84.1,51,无电机数据,30,0.84,111.63,4.65,58.63,17.88,10.48,供液不足固定凡尔漏失,6.31,70.08,15.5,2.44,1.4,1.05,12.24,19.73,不达标
Test_348,低渗透,砂岩,定向井,1075,24,8.5,2.18,6.32,0,74.3529411765,0.2,0,1850.83,32,2301.66,5,4,38.56,CYJS12-5-73HB,120,83.1,50.6,YCCH280-8,30,0.93,185.86,7.74,74.53,30.4,22.66,游动凡尔漏失,450.83,69.25,25.8,1.18,1.4,1.05,12.24,19.73,优良
Test_349,低渗透,砂岩,水平井,200,24,8.4,2.28,6.12,0,72.8571428571,0.38,0,2166.31,32,2197.32,5,4,37.24,CYJS12-5-73HB,120,82.8,51,YCCH280-8,30,0.74,162.98,6.79,51.52,57.75,29.75,供液不足固定凡尔漏失,31.01,69,22.63,0.9,1.4,1.05,12.24,19.73,优良
Test_350,低渗透,砂岩,直井,,24,0.27,0.09,0.18,0,66.6666666667,0.32,0,2297.33,32,2302.11,5,3.5,1.54,YCYJ12-5-73HB,120,91.2,64.6,YCCH280-8,30,0.88,126.27,5.26,40.59,3.18,1.29,供液不足游动凡尔漏失,4.78,76,17.53,20.36,1.4,1.05,12.24,19.73,不达标
Test_351,低渗透,砂岩,水平井,3475,24,2,1.4,0.6,0,30,0.3,0,1895.32,38,1997.42,5,4,6.25,CYJS12-5-73HB,120,63.7,52.3,YCCH280-8,30,1.03,106.82,4.45,43.05,20.67,8.9,气锁或严重液击,102.1,53.08,14.83,2.82,1.4,1.05,12.24,19.73,不达标
Test_352,低渗透,砂岩,直井,,24,10,3.68,6.32,0,63.2,0.25,0,2054.8,32,2296,4,3,74.73,CYJS12-5-73HB,120,84.1,45.6,YCCH280-8,30,0.85,224.71,9.36,57.26,42.12,24.12,气体影响游动凡尔漏失,241.2,70.08,31.2,1.09,1.4,1.05,12.24,19.73,优良
Test_353,低渗透,砂岩,直井,,24,1.5,1,0.5,0,33.3333333333,0.4,0,2203.37,38,2299.24,4.8,4,5.29,CYJW12-4.8-73HF,120,95.7,43.7,YCCH280-8,30,0.39,261.46,10.89,58.33,5.5,3.21,供液不足游动凡尔漏失,95.87,79.75,36.3,7.91,1.4,1.05,12.24,19.73,不达标
Test_354,低渗透,砂岩,定向井,2825,24,25,17.46,7.54,0,30.16,0.3,0,1760.92,38,2304.18,5,4,85.08,CYJS12-5-73HB,120,93.4,50.8,YCCH280-8,30,0.87,253.97,10.58,65.85,66.5,43.79,气体影响游动凡尔漏失,543.26,77.83,35.27,0.58,1.4,1.05,12.24,19.73,优良
Test_355,低渗透,砂岩,直井,,24,7.1,2.95,4.15,0,58.4507042254,0.32,0,2145.95,32,2298.85,4,4,40.83,CYJS12-5-73HB,120,87.8,51.2,YCCH280-8,30,0.56,155.25,6.47,64.68,39.52,25.56,供液不足,152.9,73.17,21.57,1.02,1.4,1.05,12.24,19.73,优良
Test_356,低渗透,砂岩,直井,,24,6.8,5.28,1.52,0,22.3529411765,0.34,0,2260.06,38,2300.33,3,4,41.42,CYJS12-5-73HB,120,92.3,56.4,YCCH280-8,30,5.37,125.89,5.25,58.21,52.03,30.29,供液不足游动凡尔漏失,40.27,76.92,17.5,0.82,1.4,1.05,12.24,19.73,优良
Test_357,低渗透,砂岩,直井,,24,3,1.49,1.51,0,50.3333333333,0.37,0,2283.64,32,2303.97,5,4,14.42,CYJS12-5-73HB,120,85.6,60.5,YCCH280-8,30,0.86,108.91,4.54,45.45,35.71,16.23,气锁或严重液击,20.33,71.33,15.13,1.59,1.4,1.05,12.24,19.73,达标
Test_358,低渗透,砂岩,直井,,24,6.5,3.61,2.89,0,44.4615384615,0.32,0,2271.3,32,2295.93,5,4,30.86,CYJS12-5-73HB,120,87.8,62.4,YCCH280-8,30,0.65,138.48,5.77,64.84,41.97,27.21,供液不足游动凡尔漏失,24.63,73.17,19.23,0.94,1.4,1.05,12.24,19.73,优良
Test_359,低渗透,砂岩,定向井,2150,24,10,8.64,1.36,0,13.6,0.32,0,1830.06,32,2297.81,4,4,57.76,CYJS12-5-73HB,120,87.6,57.5,YCCH280-8,30,1.91,130.71,5.45,79.83,43.14,34.43,固定凡尔漏失,467.75,73,18.17,0.71,1.4,1.05,12.24,19.73,优良
Test_360,低渗透,砂岩,定向井,2425,24,14,4.5,9.5,0,67.8571428571,0.2,0,2135.7,38,2300.02,5,4,51.47,CYJS12-5-73HB,120,100.1,49.1,CYQT250M-8,30,0.97,301.75,12.57,71.83,36.34,26.1,供液不足游动凡尔漏失,164.32,83.42,41.9,1.01,1.4,1.05,12.24,19.73,优良
Test_361,低渗透,砂岩,定向井,2275,24,0.67,0.28,0.39,0,58.2089552239,0.2,0,2301.62,38,2305.24,5,4,2.22,YCYJ12-5-73HB,120,99.4,58.5,YCYH250M-8,30,0.76,280.85,11.7,77.48,1.86,1.44,供液不足,3.62,82.83,39,18.21,1.4,1.05,12.24,19.73,不达标
Test_362,低渗透,砂岩,定向井,2150,24,2.1,1.34,0.76,0,36.1904761905,0.2,0,1999.7,38,2004.12,5,1.5,19.19,CYJS12-5-73HB,120,83.3,47.6,无电机数据,30,0.48,57.41,2.39,66.31,28.35,18.8,固定凡尔漏失游动凡尔漏失,4.42,69.42,7.97,1.37,1.4,1.05,12.24,19.73,达标
Test_363,低渗透,砂岩,直井,,24,3.3,2.06,1.24,0,37.5757575758,0.25,0,2295.51,32,2303.23,5,4,15.1,CYJS12-5-73HB,120,87.2,62.6,YCYH250M-8,30,0.74,174.08,7.25,73.84,15.18,11.21,游动凡尔漏失泵下碰,7.72,72.67,24.17,2.3,1.4,1.05,12.24,19.73,不达标
Test_364,低渗透,砂岩,定向井,825,24,18,0.96,17.04,0,94.6666666667,0.2,0,1320.26,38,2301.1,4.2,4,70.4,CYJW12-4.8-73HF,120,93,48.5,CYQT250M-8,30,0.9,197.58,8.23,64.17,51.4,32.99,游动凡尔漏失,980.84,77.5,27.43,0.83,1.4,1.05,12.24,19.73,优良
Test_365,低渗透,砂岩,直井,,24,0.67,0.42,0.25,0,37.3134328358,0.2,0,1999.44,38,2005.62,5,3,3.02,CYJS12-5-73HB,120,79.8,49.7,YCYH250M-8,30,0.97,85.91,3.58,60.49,6.63,4.01,气锁或严重液击,6.18,66.5,11.93,6.41,1.4,1.05,12.24,19.73,不达标
Test_366,低渗透,砂岩,定向井,775,24,0.25,0.18,0.07,0,28,0.25,0,2264.89,38,2307.55,5,3,1.17,CYJS12-5-73HB,120,98.5,51.2,YCCH280-8,30,0.83,172.12,7.17,67.82,1.11,0.75,气体影响,42.66,82.08,23.9,30.4,1.4,1.05,12.24,19.73,不达标
Test_367,低渗透,砂岩,定向井,1650,24,2.1,1.4,0.7,0,33.3333333333,0.2,0,2290.92,32,2295.52,5,2.5,15.63,CYJS12-5-73HB,120,90,56,YCCH280-8,30,0.87,125.98,5.25,57.77,16.91,9.77,固定凡尔漏失泵上挂,4.6,75,17.5,2.62,1.4,1.05,12.24,19.73,不达标
Test_368,低渗透,砂岩,定向井,325,24,0.67,0.25,0.42,0,62.6865671642,0.3,0,2291.1,38,2297.33,4,2.5,4.1,CYJS12-5-73HB,120,94.9,77,YCH250-8,30,0.83,95.39,3.97,56.99,7.52,4.28,泵下碰,6.23,79.08,13.23,6.21,1.4,1.05,12.24,19.73,不达标
Test_369,低渗透,砂岩,定向井,675,24,4.6,3.6,1,0,21.7391304348,0.2,0,2286.92,32,2298.8,5,3,28.6,YCYJ12-5-73HB,120,91.4,45.7,无电机数据,30,0.87,174.83,7.28,71.77,21.2,15.22,供液不足,11.88,76.17,24.27,1.66,1.4,1.05,12.24,19.73,达标
Test_370,低渗透,砂岩,定向井,525,24,8,6.01,1.99,0,24.875,0.25,0,2286.57,38,2299.18,5,4,28.24,CYJS12-5-73HB,120,99.6,38.8,YCCH280-8,30,0.92,109.41,4.56,73.1,57.47,42.01,供液不足,12.61,83,15.2,0.6,1.4,1.05,12.24,19.73,优良
Test_371,低渗透,砂岩,定向井,1050,24,0.7,0.5,0.2,0,28.5714285714,0.3,0,2293.6,38,2298.23,5,2.5,4.01,CYJS12-5-73HB,120,98.5,59.4,YCCH280-8,30,0.7,130.13,5.42,63.21,4.99,3.15,供液不足固定凡尔漏失,4.63,82.08,18.07,8.11,1.4,1.05,12.24,19.73,不达标
Test_372,低渗透,砂岩,定向井,1825,24,19,6.57,12.43,0,65.4210526316,0.3,0,2038.26,38,2298.45,5,3.5,74.44,CYJS12-5-73HB,120,95.1,45.4,YCCH280-8,30,0.79,278.19,11.59,78.79,47.04,37.06,气体影响游动凡尔漏失,260.19,79.25,38.63,0.72,1.4,1.05,12.24,19.73,优良
Test_373,低渗透,砂岩,定向井,525,24,3.8,2.07,1.73,0,45.5263157895,0.2,0,2284.52,32,2293.97,5,2.5,29.37,CYJS12-5-73HB,120,89.1,48,Y250M-8,45,0.83,127.47,5.31,65.28,27.04,17.65,供液不足,9.45,74.25,11.8,1.47,1.4,1.05,12.24,19.73,达标
Test_374,低渗透,砂岩,定向井,2100,24,7.1,5.21,1.89,0,26.6197183099,0.2,0,2292.69,38,2303.17,5,4,24.4,CYJS12-5-73HB,120,102.6,42,YCCH280-8,30,0.33,227.29,9.47,71.8,24.71,17.74,供液不足游动凡尔漏失,10.48,85.5,31.57,1.4,1.4,1.05,12.24,19.73,达标
Test_375,低渗透,砂岩,定向井,2036,24,2,0.77,1.23,0,61.5,0.2,0,2303.63,38,2309.54,5,3,9.44,CYJS12-5-73HB,120,97,58.1,YCH280-8,33,0.73,131.73,5.49,52.26,17.23,9,固定凡尔漏失泵下碰,5.91,80.83,16.64,2.86,1.4,1.05,12.24,19.73,不达标
Test_376,低渗透,砂岩,定向井,2100,24,7.4,3.07,4.33,0,58.5135135135,0.2,0,2297.13,38,2307.88,5,4,25.43,CYJS12-5-73HB,120,98.3,51.7,YCCH280-8,30,0.63,209.58,8.73,70.42,29.97,21.11,供液不足游动凡尔漏失,10.75,81.92,29.1,1.23,1.4,1.05,12.24,19.73,优良
Test_377,低渗透,砂岩,定向井,525,24,6.6,5.1,1.5,0,22.7272727273,0.2,0,2283.27,38,2296.15,5,3,32.11,CYJS12-5-73HB,120,97.9,51.5,YCCH280-8,30,0.76,185.79,7.74,65.23,31.18,20.34,供液不足游动凡尔漏失,12.88,81.58,25.8,1.23,1.4,1.05,12.24,19.73,优良
Test_378,低渗透,砂岩,直井,,24,2.7,1.42,1.28,0,47.4074074074,0.2,0,2289.18,32,2300.91,5,3,16.61,CYJS12-5-73HB,120,80.5,45.2,CYQT250M-8,30,0.92,155.09,6.46,68.55,15.1,10.35,供液不足,11.73,67.08,21.53,2.51,1.4,1.05,12.24,19.73,不达标
Test_379,低渗透,砂岩,定向井,750,24,0.67,0.41,0.26,0,38.8059701493,0.2,0,2297.38,38,2303.82,5,2.5,3.73,CYJS12-5-73HB,120,98.8,48.3,YCCH280-8,30,0.74,207.99,8.67,66.81,2.79,1.86,供液不足,6.44,82.33,28.9,13.51,1.4,1.05,12.24,19.73,不达标
Test_380,低渗透,砂岩,直井,,24,7.5,2.25,5.25,0,70,0.2,0,1988.85,32,2002.9,5,4,33.87,YCYJ12-5-73HB,120,84.6,33.6,YCCH280-8,30,1.34,272.79,11.37,74.23,19.4,14.4,供液不足,14.05,70.5,37.9,1.83,1.4,1.05,12.24,19.73,达标
Test_381,低渗透,砂岩,定向井,625,24,4.8,0.12,4.68,4.92,97.6,0,0,2187.01,38,2198.15,4,3,24.49,YCYJ12-5-73HB,120,85,47.2,YCCH280-8,30,0.96,483.03,20.13,9.03,71.89,6.49,气锁或严重液击,11.14,70.83,67.1,4.6,1.4,1.05,12.24,19.73,不达标
Test_382,低渗透,砂岩,直井,,24,14,0.35,13.65,14.35,97.5,0,0,1966.96,38,2004.82,4,4,42.37,YCYJ12-5-73HB,120,75.7,45,YCCH280-8,30,0.92,694.98,28.96,17,55.6,9.45,固定凡尔漏失游动凡尔漏失,37.86,63.08,96.53,2.52,1.4,1.05,12.24,19.73,不达标
Test_383,低渗透,砂岩,直井,,24,31,0.68,30.32,27.88,97.8,0,0,593.75,44,1800.28,5,4,73.06,YCYJ12-5-73HB,120,68.2,37,YCCH280-8,30,1.09,480.66,20.03,27.63,113.32,31.31,游动凡尔漏失泵上挂,1206.53,56.83,66.77,2.61,1.4,1.05,12.24,19.73,优良
Test_384,低渗透,砂岩,定向井,624.99,24,17,0.48,16.52,19.68,97.2,0,0,1966.96,38,2205.09,4,4,58.69,YCYJ12-5-73HB,120,72.8,39.2,Y250M-8,30,1.01,298.08,12.42,58.84,52.47,30.87,泵下碰,238.13,60.67,41.4,0.89,1.4,1.05,12.24,19.73,优良
Test_385,低渗透,砂岩,直井,,24,27,1.87,25.13,147,87.5,0,0,1579.06,44,1803.81,5,4,67.03,YCYJ12-5-73HB,120,92.7,45.5,YCCH280-8,30,1.1,301.69,12.57,67.49,58.26,39.32,固定凡尔漏失游动凡尔漏失,224.75,77.25,41.9,0.71,1.4,1.05,12.24,19.73,优良
Test_386,低渗透,砂岩,直井,,24,5.6,0.59,5.01,70.52,73.5,0,0,2254.22,32,2300,5,4,24.33,YCYJ12-5-73HB,120,88.3,71.8,YCCH280-8,30,0.96,125.13,5.21,57.98,47.65,27.62,供液不足,45.78,73.58,17.37,0.99,1.4,1.05,12.24,19.73,优良
Test_387,低渗透,砂岩,直井,,24,29,1.23,27.77,61.5,95.3,0,0,885.85,44,1800.66,5,4,71.74,YCYJ12-5-73HB,120,68.6,38.2,YCCH280-8,30,1.2,260.23,10.84,50.38,56.1,28.27,气体影响,914.81,57.17,36.13,1.01,1.4,1.05,12.24,19.73,优良
Test_388,低渗透,砂岩,直井,,24,14,3.18,10.82,137.76,76,0,0,2064.66,32,2202.95,5,4,63.08,YCYJ14-5-53HB,140,84,41,YCCH280-8,30,0.85,261.75,10.91,40.94,73.03,29.9,供液不足游动凡尔漏失,138.29,60,36.37,0.91,1.4,1.05,12.24,19.73,优良
Test_389,低渗透,砂岩,定向井,2599.49,24,24,3.55,20.45,145.55,85.2,0,0,1305.92,44,1802.95,5,4,54.79,YCYJ12-5-73HB,120,86.1,42.1,YCCH280-8,30,1.04,470.59,19.61,38.66,65.08,25.16,游动凡尔漏失,497.03,71.75,65.37,1.5,1.4,1.05,12.24,19.73,优良
Test_390,低渗透,砂岩,直井,,24,23,1.06,21.94,59.86,93.9,0,0,836.25,38,2201.2,4,5,75,YCYJ12-5-73HB,120,79.8,46.7,YCCH280-8,30,1.76,205.88,8.58,57.26,46.79,26.79,气体影响,1364.95,66.5,28.6,1.07,1.4,1.05,12.24,19.73,优良
Test_391,低渗透,砂岩,直井,,24,25,1.4,23.6,109.06,88.9,0,0,1544.57,38,1996.22,4.8,4.5,71.65,YCYJ16-6-73HB,160,83.5,40.9,YCCH280-8,30,0.86,347.28,14.47,49.36,62.83,31.02,气体影响,451.65,52.19,48.23,0.9,1.4,1.05,12.24,19.73,优良
Test_392,低渗透,砂岩,直井,,24,12,0.2,11.8,40.59,92.9,0,0,1293.41,44,1701.37,5,4,27.67,YCYJ12-5-73HB,120,81,39,YCCH280-8,30,0.88,402.96,16.79,64.91,16.75,10.87,供液不足,407.96,67.5,55.97,2.6,1.4,1.05,12.24,19.73,不达标
Test_393,低渗透,砂岩,直井,,24,5.1,0.17,5.83,5.33,97.4,0,0,1952.53,38,2000.01,5,4,17.85,YCYJ12-5-73HB,120,76,41,YCCH280-8,30,0.94,152.03,6.33,69.7,26.1,18.19,供液不足,47.48,63.33,21.1,1.53,1.4,1.05,12.24,19.73,达标
Test_394,低渗透,砂岩,直井,,24,38,1.45,36.55,83.23,93.5,0,0,1513.76,56,1599.92,5,4,61.89,YCYJ12-5-73HB,120,94.4,32.4,YCCH280-8,30,0.76,367.88,15.33,75.59,57.92,43.78,固定凡尔漏失游动凡尔漏失,86.16,78.67,51.1,0.64,1.4,1.05,12.24,19.73,优良
Test_395,低渗透,砂岩,定向井,896.3,24,7.26,3.06,4.2,177.53,54.9,0,0,2250.98,38,2287.69,4,4,28.63,CYJS12-5-73HB,120,73.8,59.4,YCCH280-8,30,0.86,166.95,6.76,38.32,68.96,26.42,气锁或严重液击,36.71,61.5,22.53,1.02,1.4,1.05,12.24,19.73,优良
Test_396,低渗透,砂岩,定向井,875.3,24,4.46,0.97,3.49,56.58,68,0,0,2205.17,38,2288,4,3,28.36,CYJS12-5-73HB,120,83.8,56.2,YCCH280-8,30,0.87,158.64,6.61,37.21,63.3,23.55,气锁或严重液击,82.83,69.83,22.03,1.61,1.4,1.05,12.24,19.73,优良
Test_397,低渗透,砂岩,定向井,2450,24,4.5,3.66,0.84,185.32,13,0,0,2287.09,38,2299.76,4,4,5.29,CYJS12-5-73HB,120,88.4,56.3,YCCH280-8,30,0.85,122.29,5.1,28.13,21.24,5.98,不知,12.67,73.67,17,1.19,1.4,1.05,12.24,19.73,不达标
Test_398,低渗透,砂岩,直井,,10,1.25,1.22,0.03,50.02,2.2,0,0,2267.09,38,2299.84,4,3,11.48,CYJS12-5-73HB,120,92,48,YCCH280-8,30,1.5,313.17,13.05,8.43,59.28,4.99,气锁或严重液击,32.75,76.67,43.5,11.05,1.4,1.05,12.24,19.73,不达标
Test_399,低渗透,砂岩,定向井,1900,24,16.12,0.62,15.5,0,94,0,0,2250,38,2298.63,4,4,62.44,CYJS12-5-73HB,120,75.5,52.6,YCCH280-8,30,0.86,177.08,7.38,45.72,122.78,56.14,泵工作基本正常,48.63,62.92,24.6,0.49,1.4,1.05,12.24,19.73,优良
Test_400,低渗透,砂岩,定向井,1950,24,3.49,2.89,0.6,0,16,0,0,2293.63,38,2299.13,4,4,13.51,CYJS12-5-73HB,120,93.4,61.9,YCCH280-8,30,2.06,156.61,6.53,29.51,41.76,12.33,气锁或严重液击,5.5,77.83,21.77,1.96,1.4,1.05,12.24,19.73,达标
Test_401,低渗透,砂岩,定向井,1175,24,6.2,5.27,0.93,0,15,0,0,2200,38,2298.09,4,4,17.54,CYJS12-5-73HB,120,99.1,85.7,YCCH280-8,30,0.88,197.03,8.21,24.75,56.6,14.01,气锁或严重液击,98.09,82.58,27.37,1.44,1.4,1.05,12.24,19.73,达标
Test_402,低渗透,砂岩,直井,,24,15,1.31,13.69,0,93,0,0,1791.27,38,2298.32,4,4,62.73,YCYJ14-5-53HB,140,95,47.5,YCCH280-8,30,0.79,129.93,5.41,78.85,72.51,57.17,固定凡尔漏失游动凡尔漏失,507.05,67.86,18.03,0.48,1.4,1.05,12.24,19.73,优良
Test_403,低渗透,砂岩,直井,,24,14,0.84,13.16,0,94,0,0,1803.5,38,2000.03,5,4,42.81,CYJS12-5-73HB,120,91.1,47.2,YCCH280-8,30,0.89,130.05,5.51,79,72.7,58.1,气体影响,196.53,75.92,18.37,0.52,1.4,1.05,12.24,19.73,优良
Test_404,低渗透,砂岩,定向井,2000,24,18,3.21,14.79,0,92.5,0,0,1691.37,38,2196.91,4,5,61.43,CYJS12-5-73HB,120,88.4,42.9,YCCH280-8,30,1.25,416.11,17.34,49.53,40.23,19.92,泵工作基本正常,505.54,73.67,57.8,1.37,1.4,1.05,12.24,19.73,优良
Test_405,低渗透,砂岩,定向井,2100,24,14,1.73,12.27,0,88.7,0,0,1685.13,38,2003.22,4,4,58.25,CYJS12-5-73HB,120,85.9,39.3,YCCH280-8,30,1.02,272.15,11.34,66.64,35.68,23.78,泵工作基本正常,318.09,71.58,37.8,1.15,1.4,1.05,12.24,19.73,优良
Test_406,低渗透,砂岩,定向井,2050,24,13,2.54,10.46,0,86.4,0,0,1885.36,38,2000.63,3,5,58.61,CYJS12-5-73HB,120,88.7,37.2,YCCH280-8,30,2.96,215.48,8.98,77.29,39.99,30.9,泵工作基本正常,115.27,73.92,29.93,0.88,1.4,1.05,12.24,19.73,优良
Test_407,低渗透,砂岩,定向井,2052,24,10,1.53,8.47,0,93.7,0,0,1095.08,38,2101.85,3,4,51.89,CYJS12-5-73HB,120,96.4,43.8,YCCH280-8,30,1.39,205.25,8.55,58.25,25.31,14.74,固定凡尔漏失,1006.77,80.33,28.5,1.87,1.4,1.05,12.24,19.73,达标
Test_408,低渗透,砂岩,定向井,2200,24,0.8,0.59,0.21,0,20,0,0,2271.07,38,2303.92,4,3,3.98,YCYJ12-5-73HB,120,89.7,58.1,YCCH280-8,30,0.82,97.31,4.05,68.19,6.87,4.69,固定凡尔漏失泵下碰,32.85,74.75,13.5,5.36,1.4,1.05,12.24,19.73,不达标
Test_409,低渗透,砂岩,直井,,8,2.35,2.21,0.14,0,7,0,0,1989.25,38,2006.47,4.8,4,7.89,CYJ14-4.8-73HB,140,79,53,YCCH250-8,30,1.03,203.67,8.49,64.26,8.86,5.69,供液不足游动凡尔漏失,17.22,56.43,28.3,4.36,1.4,1.05,12.24,19.73,不达标
Test_410,低渗透,砂岩,直井,,24,6.2,1.23,4.97,0,80.1612903226,0,0,2219.76,38,2299.1,5,4,19.58,YCYJ12-5-73HB,120,81.9,66.6,YCCH280-8,30,0.81,196.31,8.18,45.75,41.57,19.02,供液不足游动凡尔漏失,79.34,68.25,27.27,1.43,1.4,1.05,12.24,19.73,达标
Test_411,低渗透,砂岩,直井,,24,17,0.21,16.79,20.91,98.7647058824,0,0,75.51,38,2304.36,3,4,81.01,YCYJ12-5-73HB,120,77.2,55.2,YCCH280-8,30,1.16,130.71,5.45,38.98,11.48,4.47,连抽带喷,2228.85,64.33,18.17,10.18,1.4,1.05,12.24,19.73,不达标
Test_412,低渗透,砂岩,定向井,700,24,28,0.2,27.8,14.35,99.2857142857,0,0,597.54,38,2302,5,4,83.74,YCYJ14-5-53HB,140,91.3,44.2,YCCH280-8,30,1.12,520.73,21.7,28.63,33.13,9.48,泵工作基本正常,1704.46,65.21,72.33,3.11,1.4,1.05,12.24,19.73,不达标
Test_413,低渗透,砂岩,定向井,2450,24,30,5.08,24.92,230.01,83.0666666667,0,0,1434.7,38,1997.43,5,5,78.82,YCYJ12-5-73HB,120,95.2,46.6,YCCH280-8,30,0.9,418.03,17.42,51.23,54.82,28.09,泵工作基本正常,562.73,79.33,58.07,0.97,1.4,1.05,12.24,19.73,优良
