0.028377,0.026845,0.025130,0.022823,0.023941,0.024682,0.024565,0.022586,0.024405,0.028275
0.026845,0.025130,0.022823,0.023941,0.024682,0.024565,0.022586,0.024405,0.028275,0.044366
0.025130,0.022823,0.023941,0.024682,0.024565,0.022586,0.024405,0.028275,0.044366,0.044933
0.022823,0.023941,0.024682,0.024565,0.022586,0.024405,0.028275,0.044366,0.044933,0.026263
0.023941,0.024682,0.024565,0.022586,0.024405,0.028275,0.044366,0.044933,0.026263,0.025581
0.024682,0.024565,0.022586,0.024405,0.028275,0.044366,0.044933,0.026263,0.025581,0.028085
0.024565,0.022586,0.024405,0.028275,0.044366,0.044933,0.026263,0.025581,0.028085,0.031687
0.022586,0.024405,0.028275,0.044366,0.044933,0.026263,0.025581,0.028085,0.031687,0.038272
0.024405,0.028275,0.044366,0.044933,0.026263,0.025581,0.028085,0.031687,0.038272,0.027139
0.028275,0.044366,0.044933,0.026263,0.025581,0.028085,0.031687,0.038272,0.027139,0.026275
0.044366,0.044933,0.026263,0.025581,0.028085,0.031687,0.038272,0.027139,0.026275,0.024777
0.044933,0.026263,0.025581,0.028085,0.031687,0.038272,0.027139,0.026275,0.024777,0.023142
0.026263,0.025581,0.028085,0.031687,0.038272,0.027139,0.026275,0.024777,0.023142,0.021320
0.025581,0.028085,0.031687,0.038272,0.027139,0.026275,0.024777,0.023142,0.021320,0.030909
0.028085,0.031687,0.038272,0.027139,0.026275,0.024777,0.023142,0.021320,0.030909,0.021471
0.031687,0.038272,0.027139,0.026275,0.024777,0.023142,0.021320,0.030909,0.021471,0.043534
0.038272,0.027139,0.026275,0.024777,0.023142,0.021320,0.030909,0.021471,0.043534,0.025489
0.027139,0.026275,0.024777,0.023142,0.021320,0.030909,0.021471,0.043534,0.025489,0.042963
0.026275,0.024777,0.023142,0.021320,0.030909,0.021471,0.043534,0.025489,0.042963,0.022277
0.024777,0.023142,0.021320,0.030909,0.021471,0.043534,0.025489,0.042963,0.022277,0.025660
0.023142,0.021320,0.030909,0.021471,0.043534,0.025489,0.042963,0.022277,0.025660,0.027966
0.021320,0.030909,0.021471,0.043534,0.025489,0.042963,0.022277,0.025660,0.027966,0.025099
0.030909,0.021471,0.043534,0.025489,0.042963,0.022277,0.025660,0.027966,0.025099,0.027513
0.021471,0.043534,0.025489,0.042963,0.022277,0.025660,0.027966,0.025099,0.027513,0.025855
0.043534,0.025489,0.042963,0.022277,0.025660,0.027966,0.025099,0.027513,0.025855,0.037035
0.025489,0.042963,0.022277,0.025660,0.027966,0.025099,0.027513,0.025855,0.037035,0.036562
0.042963,0.022277,0.025660,0.027966,0.025099,0.027513,0.025855,0.037035,0.036562,0.028231
0.022277,0.025660,0.027966,0.025099,0.027513,0.025855,0.037035,0.036562,0.028231,0.029836
0.025660,0.027966,0.025099,0.027513,0.025855,0.037035,0.036562,0.028231,0.029836,0.029228
0.027966,0.025099,0.027513,0.025855,0.037035,0.036562,0.028231,0.029836,0.029228,0.027326
0.025099,0.027513,0.025855,0.037035,0.036562,0.028231,0.029836,0.029228,0.027326,0.027095
0.027513,0.025855,0.037035,0.036562,0.028231,0.029836,0.029228,0.027326,0.027095,0.026465
0.025855,0.037035,0.036562,0.028231,0.029836,0.029228,0.027326,0.027095,0.026465,0.026099
0.037035,0.036562,0.028231,0.029836,0.029228,0.027326,0.027095,0.026465,0.026099,0.021446
0.036562,0.028231,0.029836,0.029228,0.027326,0.027095,0.026465,0.026099,0.021446,0.022607
0.028231,0.029836,0.029228,0.027326,0.027095,0.026465,0.026099,0.021446,0.022607,0.024742
0.029836,0.029228,0.027326,0.027095,0.026465,0.026099,0.021446,0.022607,0.024742,0.023936
0.029228,0.027326,0.027095,0.026465,0.026099,0.021446,0.022607,0.024742,0.023936,0.024868
0.027326,0.027095,0.026465,0.026099,0.021446,0.022607,0.024742,0.023936,0.024868,0.026367
0.027095,0.026465,0.026099,0.021446,0.022607,0.024742,0.023936,0.024868,0.026367,0.027270
0.026465,0.026099,0.021446,0.022607,0.024742,0.023936,0.024868,0.026367,0.027270,0.023078
0.026099,0.021446,0.022607,0.024742,0.023936,0.024868,0.026367,0.027270,0.023078,0.023318
0.021446,0.022607,0.024742,0.023936,0.024868,0.026367,0.027270,0.023078,0.023318,0.025399
0.022607,0.024742,0.023936,0.024868,0.026367,0.027270,0.023078,0.023318,0.025399,0.026954
0.024742,0.023936,0.024868,0.026367,0.027270,0.023078,0.023318,0.025399,0.026954,0.020876
0.023936,0.024868,0.026367,0.027270,0.023078,0.023318,0.025399,0.026954,0.020876,0.025965
0.024868,0.026367,0.027270,0.023078,0.023318,0.025399,0.026954,0.020876,0.025965,0.024895
0.026367,0.027270,0.023078,0.023318,0.025399,0.026954,0.020876,0.025965,0.024895,0.023992
0.027270,0.023078,0.023318,0.025399,0.026954,0.020876,0.025965,0.024895,0.023992,0.026689
0.023078,0.023318,0.025399,0.026954,0.020876,0.025965,0.024895,0.023992,0.026689,0.020645
0.023318,0.025399,0.026954,0.020876,0.025965,0.024895,0.023992,0.026689,0.020645,0.024792
0.025399,0.026954,0.020876,0.025965,0.024895,0.023992,0.026689,0.020645,0.024792,0.022225
0.026954,0.020876,0.025965,0.024895,0.023992,0.026689,0.020645,0.024792,0.022225,0.022532
0.020876,0.025965,0.024895,0.023992,0.026689,0.020645,0.024792,0.022225,0.022532,0.024843
0.025965,0.024895,0.023992,0.026689,0.020645,0.024792,0.022225,0.022532,0.024843,0.023108
0.024895,0.023992,0.026689,0.020645,0.024792,0.022225,0.022532,0.024843,0.023108,0.021335
0.023992,0.026689,0.020645,0.024792,0.022225,0.022532,0.024843,0.023108,0.021335,0.021659
0.026689,0.020645,0.024792,0.022225,0.022532,0.024843,0.023108,0.021335,0.021659,0.026688
0.020645,0.024792,0.022225,0.022532,0.024843,0.023108,0.021335,0.021659,0.026688,0.027212
0.024792,0.022225,0.022532,0.024843,0.023108,0.021335,0.021659,0.026688,0.027212,0.026716
0.022225,0.022532,0.024843,0.023108,0.021335,0.021659,0.026688,0.027212,0.026716,0.026971
0.022532,0.024843,0.023108,0.021335,0.021659,0.026688,0.027212,0.026716,0.026971,0.025623
0.024843,0.023108,0.021335,0.021659,0.026688,0.027212,0.026716,0.026971,0.025623,0.025745
0.023108,0.021335,0.021659,0.026688,0.027212,0.026716,0.026971,0.025623,0.025745,0.023999
0.021335,0.021659,0.026688,0.027212,0.026716,0.026971,0.025623,0.025745,0.023999,0.022471
0.021659,0.026688,0.027212,0.026716,0.026971,0.025623,0.025745,0.023999,0.022471,0.019980
0.026688,0.027212,0.026716,0.026971,0.025623,0.025745,0.023999,0.022471,0.019980,0.024306
0.027212,0.026716,0.026971,0.025623,0.025745,0.023999,0.022471,0.019980,0.024306,0.022947
0.026716,0.026971,0.025623,0.025745,0.023999,0.022471,0.019980,0.024306,0.022947,0.030822
0.026971,0.025623,0.025745,0.023999,0.022471,0.019980,0.024306,0.022947,0.030822,0.028338
0.025623,0.025745,0.023999,0.022471,0.019980,0.024306,0.022947,0.030822,0.028338,0.041756
0.025745,0.023999,0.022471,0.019980,0.024306,0.022947,0.030822,0.028338,0.041756,0.026153
0.023999,0.022471,0.019980,0.024306,0.022947,0.030822,0.028338,0.041756,0.026153,0.019237
0.022471,0.019980,0.024306,0.022947,0.030822,0.028338,0.041756,0.026153,0.019237,0.022182
0.019980,0.024306,0.022947,0.030822,0.028338,0.041756,0.026153,0.019237,0.022182,0.021754
0.024306,0.022947,0.030822,0.028338,0.041756,0.026153,0.019237,0.022182,0.021754,0.028033
0.022947,0.030822,0.028338,0.041756,0.026153,0.019237,0.022182,0.021754,0.028033,0.025721
0.030822,0.028338,0.041756,0.026153,0.019237,0.022182,0.021754,0.028033,0.025721,0.018563
0.028338,0.041756,0.026153,0.019237,0.022182,0.021754,0.028033,0.025721,0.018563,0.017287
0.041756,0.026153,0.019237,0.022182,0.021754,0.028033,0.025721,0.018563,0.017287,0.017748
0.026153,0.019237,0.022182,0.021754,0.028033,0.025721,0.018563,0.017287,0.017748,0.021987
